Action,Date,Type,ApplicationNumber,BankName,Location,City,State,County,EndCmtPd
Receipt,2020-06-19,Branch Closings,2020-LB-BranchClosing-314835,PNC Bank NA,222 Delaware Avenue,Wilmington,DE,New Castle, 
Receipt,2020-06-19,Branch Closings,2020-LB-BranchClosing-314836,PNC Bank NA,222 Delaware Avenue,Wilmington,DE,New Castle, 
Receipt,2020-06-19,Branch Closings,2020-LB-BranchClosing-314837,PNC Bank NA,222 Delaware Avenue,Wilmington,DE,New Castle, 
Receipt,2020-06-19,Branch Closings,2020-LB-BranchClosing-314858,PNC Bank NA,222 Delaware Avenue,Wilmington,DE,New Castle, 
Receipt,2020-06-19,Branch Closings,2020-LB-BranchClosing-314860,PNC Bank NA,222 Delaware Avenue,Wilmington,DE,New Castle, 
Receipt,2020-06-19,Branch Closings,2020-LB-BranchClosing-314861,PNC Bank NA,222 Delaware Avenue,Wilmington,DE,New Castle, 
Receipt,2020-06-19,Branch Closings,2020-LB-BranchClosing-314862,PNC Bank NA,222 Delaware Avenue,Wilmington,DE,New Castle, 
Receipt,2020-06-19,Branch Closings,2020-LB-BranchClosing-314863,PNC Bank NA,222 Delaware Avenue,Wilmington,DE,New Castle, 
Receipt,2020-06-19,Branch Closings,2020-LB-BranchClosing-314864,PNC Bank NA,222 Delaware Avenue,Wilmington,DE,New Castle, 
Receipt,2020-06-19,Branch Closings,2020-LB-BranchClosing-314865,PNC Bank NA,222 Delaware Avenue,Wilmington,DE,New Castle, 
Receipt,2020-06-19,Branch Closings,2020-LB-BranchClosing-314904,PNC Bank NA,222 Delaware Avenue,Wilmington,DE,New Castle, 
Receipt,2020-06-19,Branch Closings,2020-LB-BranchClosing-314905,PNC Bank NA,222 Delaware Avenue,Wilmington,DE,New Castle, 
Receipt,2020-06-19,Branch Closings,2020-LB-BranchClosing-314906,PNC Bank NA,222 Delaware Avenue,Wilmington,DE,New Castle, 
Receipt,2020-06-19,Branch Closings,2020-LB-BranchClosing-314907,PNC Bank NA,222 Delaware Avenue,Wilmington,DE,New Castle, 
Receipt,2020-06-19,Branch Closings,2020-LB-BranchClosing-314908,PNC Bank NA,222 Delaware Avenue,Wilmington,DE,New Castle, 
Receipt,2020-06-19,Branch Closings,2020-LB-BranchClosing-314909,PNC Bank NA,222 Delaware Avenue,Wilmington,DE,New Castle, 
Receipt,2020-06-19,Branch Closings,2020-LB-BranchClosing-314911,PNC Bank NA,222 Delaware Avenue,Wilmington,DE,New Castle, 
Receipt,2020-06-19,Branch Closings,2020-LB-BranchClosing-314912,PNC Bank NA,222 Delaware Avenue,Wilmington,DE,New Castle, 
Receipt,2020-06-19,Branch Closings,2020-LB-BranchClosing-314913,PNC Bank NA,222 Delaware Avenue,Wilmington,DE,New Castle, 
Receipt,2020-06-19,Branch Closings,2020-LB-BranchClosing-314914,PNC Bank NA,222 Delaware Avenue,Wilmington,DE,New Castle, 
Receipt,2020-06-19,Branch Closings,2020-LB-BranchClosing-314915,PNC Bank NA,222 Delaware Avenue,Wilmington,DE,New Castle, 
Receipt,2020-06-19,Branch Closings,2020-LB-BranchClosing-314919,PNC Bank NA,222 Delaware Avenue,Wilmington,DE,New Castle, 
Receipt,2020-06-19,Branch Closings,2020-LB-BranchClosing-314920,PNC Bank NA,222 Delaware Avenue,Wilmington,DE,New Castle, 
Receipt,2020-06-19,Branch Closings,2020-LB-BranchClosing-314921,PNC Bank NA,222 Delaware Avenue,Wilmington,DE,New Castle, 
Receipt,2020-06-19,Branch Closings,2020-LB-BranchClosing-314922,PNC Bank NA,222 Delaware Avenue,Wilmington,DE,New Castle, 
Receipt,2020-06-19,Branch Closings,2020-LB-BranchClosing-314923,PNC Bank NA,222 Delaware Avenue,Wilmington,DE,New Castle, 
Receipt,2020-06-19,Branch Closings,2020-LB-BranchClosing-314924,PNC Bank NA,222 Delaware Avenue,Wilmington,DE,New Castle, 
Receipt,2020-06-19,Branch Closings,2020-LB-BranchClosing-314925,PNC Bank NA,222 Delaware Avenue,Wilmington,DE,New Castle, 
Receipt,2020-06-19,Branch Closings,2020-LB-BranchClosing-314926,PNC Bank NA,222 Delaware Avenue,Wilmington,DE,New Castle, 
Receipt,2020-06-19,Branch Establishment,2020-LB-BranchNew-314997,"Wells Fargo Bank, N.A.",101 North Philips Avenue,Sioux Falls,SD,Minnehaha,2020-07-19
Receipt,2020-06-19,Branch Establishment,2020-LB-BranchNew-315001,"Wells Fargo Bank, N.A.",101 North Philips Avenue,Sioux Falls,SD,Minnehaha,2020-07-22
Consummated/Effective,2020-06-22,Fiduciary Powers,2020-LB-Fiduciary-315012,"Blackrock Institutional Tr Co., N.A.",400 Howard Street,San Francisco,CA,San Francisco, 
Receipt,2020-06-22,Fiduciary Powers,2020-LB-Fiduciary-315012,"Blackrock Institutional Tr Co., N.A.",400 Howard Street,San Francisco,CA,San Francisco, 
Receipt,2020-06-22,Branch Closings,2020-SO-BranchClosing-315022,First NB of Manchester,120 Town Square,Manchester,KY,Clay, 
Consummated/Effective,2020-06-22,Relocation,2019-LB-Relocation-309210,"Wells Fargo Bank, N.A.",101 North Philips Avenue,Sioux Falls,SD,Minnehaha,2019-06-13
Receipt,2020-06-23,Subsidiaries & Equities,2020-SO-Subs&Equities-315033,First NB Texas,507 N. Gray,Killeen,TX,Bell, 
Approved,2020-06-23,Branch Establishment,2020-LB-BranchNew-314600,"JPMorgan Chase Bank, NA",1111 Polaris Parkway,Columbus,OH,Delaware,2020-06-19
Receipt,2020-06-23,Branch Establishment,2020-LB-BranchNew-315013,U.S. Bank NA,425 Walnut Street,Cincinnati,OH,Hamilton,2020-07-20
Receipt,2020-06-24,Branch Closings,2020-SO-BranchClosing-315194,"BTH Bank, NA",412 East Goode Street,Quitman,TX,Wood, 
Approved,2020-06-24,Branch Establishment,2020-SO-BranchNew-314615,First American Natl Bank,1251 Curtis Drive,Iuka,MS,Tishomingo,2020-06-19
Receipt,2020-06-24,Branch Closings,2020-SO-BranchClosing-315191,First NB of Fort Smith,602 Garrison Avenue,Fort Smith,AR,Sebastian, 
Consummated/Effective,2020-06-24,Branch Establishment,2018-LB-BranchNew-303502,"JPMorgan Chase Bank, NA",1111 Polaris Parkway,Columbus,OH,Delaware,2018-06-28
Receipt,2020-06-24,Branch Establishment,2020-LB-BranchNew-315028,"JPMorgan Chase Bank, NA",1111 Polaris Parkway,Columbus,OH,Delaware,2020-07-24
Receipt,2020-06-24,Relocation,2020-CE-Relocation-314819,The Vinton County National Bank,112 West Main Street,McArthur,OH,Vinton,2020-07-16
Approved,2020-06-25,Relocation,2020-WE-Relocation-314647,American Bank & Tr Co NA,4301 East 53rd Street,Davenport,IA,Scott, 
Receipt,2020-06-25,Branch Closings,2020-SO-BranchClosing-315045,Citizens NB of Texas,200 N. Elm Street,Waxahachie,TX,Ellis, 
Receipt,2020-06-25,Branch Closings,2020-CE-BranchClosing-315032,First Texoma NB,220 West Main Street,Durant,OK,Bryan, 
Receipt,2020-06-25,Branch Closings,2020-SO-BranchClosing-315104,First Texoma NB,220 West Main Street,Durant,OK,Bryan, 
Receipt,2020-06-25,Branch Closings,2020-LB-BranchClosing-315036,"JPMorgan Chase Bank, NA",1111 Polaris Parkway,Columbus,OH,Delaware, 
Withdrawn,2020-06-25,Branch Establishment,2019-LB-BranchNew-307380,"JPMorgan Chase Bank, NA",1111 Polaris Parkway,Columbus,OH,Delaware,2019-02-28
Receipt,2020-06-25,Branch Closings,2020-CE-BranchClosing-314734,Nicolet NB,111 North Washington Street,Green Bay,WI,Brown, 
Receipt,2020-06-25,Branch Closings,2020-CE-BranchClosing-314737,Nicolet NB,111 North Washington Street,Green Bay,WI,Brown, 
Receipt,2020-06-25,Branch Closings,2020-CE-BranchClosing-315040,Nicolet NB,111 North Washington Street,Green Bay,WI,Brown, 
Receipt,2020-06-25,Branch Closings,2020-CE-BranchClosing-315041,Nicolet NB,111 North Washington Street,Green Bay,WI,Brown, 
Receipt,2020-06-25,Branch Closings,2020-CE-BranchClosing-315042,Nicolet NB,111 North Washington Street,Green Bay,WI,Brown, 
Receipt,2020-06-25,Branch Closings,2020-CE-BranchClosing-315043,Nicolet NB,111 North Washington Street,Green Bay,WI,Brown, 
Receipt,2020-06-25,Branch Closings,2020-CE-BranchClosing-315044,Nicolet NB,111 North Washington Street,Green Bay,WI,Brown, 
Receipt,2020-06-26,Branch Establishment,2020-LB-BranchNew-315048,"Bank of America, NA","100 North Tryon Street, Suite 170",Charlotte,NC,Mecklenburg,2020-07-26
Withdrawn,2020-06-26,Subsidiaries & Equities,2020-LB-Subs&Equities-314448,Citibank NA,5800 S Corporate Place,Sioux Falls,SD,Lincoln, 
Approved,2020-06-26,Relocation,2020-LB-Relocation-314611,"Citizens Bank, NA",One Citizens Plaza,Providence,RI,Providence,2020-06-19
Receipt,2020-06-26,Branch Closings,2020-WE-BranchClosing-315053,"First National Bank, Ames, Iowa",405 Fifth Street,Ames,IA,Story, 
Approved,2020-06-26,Branch Establishment,2020-NE-BranchNew-314586,First NB of Pennsylvania,166 Main Street,Greenville,PA,Mercer,2020-06-19
Consummated/Effective,2020-06-26,Branch Closings,2020-LB-BranchClosing-313742,"JPMorgan Chase Bank, NA",1111 Polaris Parkway,Columbus,OH,Delaware, 
Approved,2020-06-26,Branch Establishment,2020-LB-BranchNew-314686,"JPMorgan Chase Bank, NA",1111 Polaris Parkway,Columbus,OH,Delaware,2020-06-25
Consummated/Effective,2020-06-26,Relocation,2020-SO-Relocation-315293,Lamar NB,200 S. Collegiate Drive,Paris,TX,Lamar,2020-07-25
Consummated/Effective,2020-06-27,Branch Establishment,2019-CE-BranchNew-311691,"First Neighbor Bank, NA",201 North Meridian,Toledo,IL,Cumberland,2019-12-20
Receipt,2020-06-29,Branch Closings,2020-LB-BranchClosing-315060,"Bank of America, NA","100 North Tryon Street, Suite 170",Charlotte,NC,Mecklenburg, 
Receipt,2020-06-29,Branch Establishment,2020-LB-BranchNew-315062,"Bank of America, NA","100 North Tryon Street, Suite 170",Charlotte,NC,Mecklenburg,2020-07-29
Receipt,2020-06-29,Relocation,2020-LB-Relocation-315047,"Bank of America, NA","100 North Tryon Street, Suite 170",Charlotte,NC,Mecklenburg,2020-07-26
Receipt,2020-06-29,Subsidiaries & Equities,2020-SO-Subs&Equities-315080,Citizens NB of Texas,200 N. Elm Street,Waxahachie,TX,Ellis, 
Consummated/Effective,2020-06-29,Business Combinations,2020-CE-Combination-314530,First NB of Waterloo,228 South Main Street,Waterloo,IL,Monroe,2020-06-10
Deleted,2020-06-29,Branch Closings,2020-CE-BranchClosing-315032,First Texoma NB,220 West Main Street,Durant,OK,Bryan, 
Consummated/Effective,2020-06-29,Branch Closings,2020-LB-BranchClosing-312921,"JPMorgan Chase Bank, NA",1111 Polaris Parkway,Columbus,OH,Delaware, 
Consummated/Effective,2020-06-29,Branch Establishment,2018-LB-BranchNew-304532,"JPMorgan Chase Bank, NA",1111 Polaris Parkway,Columbus,OH,Delaware,2018-08-31
Consummated/Effective,2020-06-29,Branch Establishment,2019-LB-BranchNew-309440,"JPMorgan Chase Bank, NA",1111 Polaris Parkway,Columbus,OH,Delaware,2019-07-12
Consummated/Effective,2020-06-29,Branch Establishment,2019-LB-BranchNew-310498,"JPMorgan Chase Bank, NA",1111 Polaris Parkway,Columbus,OH,Delaware,2019-09-17
Consummated/Effective,2020-06-29,Branch Establishment,2019-LB-BranchNew-311233,"JPMorgan Chase Bank, NA",1111 Polaris Parkway,Columbus,OH,Delaware,2019-11-05
Consummated/Effective,2020-06-29,Branch Establishment,2019-LB-BranchNew-311318,"JPMorgan Chase Bank, NA",1111 Polaris Parkway,Columbus,OH,Delaware,2019-11-12
Receipt,2020-06-29,Branch Closings,2020-CE-BranchClosing-315066,Merchants NB,100 North High Street,Hillsboro,OH,Highland, 
Consummated/Effective,2020-06-29,Branch Establishment,2019-CE-BranchNew-310940,Resource Bank NA,555 Bethany Road,Dekalb,IL,Dekalb,2019-10-21
Receipt,2020-06-29,Branch Closings,2020-LB-BranchClosing-315081,"Wells Fargo Bank, N.A.",101 North Philips Avenue,Sioux Falls,SD,Minnehaha, 
Receipt,2020-06-29,Branch Closings,2020-LB-BranchClosing-315083,"Wells Fargo Bank, N.A.",101 North Philips Avenue,Sioux Falls,SD,Minnehaha, 
Receipt,2020-06-29,Branch Closings,2020-LB-BranchClosing-315084,"Wells Fargo Bank, N.A.",101 North Philips Avenue,Sioux Falls,SD,Minnehaha, 
Receipt,2020-06-29,Branch Closings,2020-LB-BranchClosing-315085,"Wells Fargo Bank, N.A.",101 North Philips Avenue,Sioux Falls,SD,Minnehaha, 
Receipt,2020-06-29,Branch Closings,2020-LB-BranchClosing-315086,"Wells Fargo Bank, N.A.",101 North Philips Avenue,Sioux Falls,SD,Minnehaha, 
Receipt,2020-06-29,Branch Closings,2020-LB-BranchClosing-315087,"Wells Fargo Bank, N.A.",101 North Philips Avenue,Sioux Falls,SD,Minnehaha, 
Receipt,2020-06-29,Branch Closings,2020-LB-BranchClosing-315088,"Wells Fargo Bank, N.A.",101 North Philips Avenue,Sioux Falls,SD,Minnehaha, 
Receipt,2020-06-29,Branch Closings,2020-LB-BranchClosing-315089,"Wells Fargo Bank, N.A.",101 North Philips Avenue,Sioux Falls,SD,Minnehaha, 
Receipt,2020-06-29,Branch Closings,2020-LB-BranchClosing-315090,"Wells Fargo Bank, N.A.",101 North Philips Avenue,Sioux Falls,SD,Minnehaha, 
Receipt,2020-06-29,Branch Closings,2020-LB-BranchClosing-315091,"Wells Fargo Bank, N.A.",101 North Philips Avenue,Sioux Falls,SD,Minnehaha, 
Receipt,2020-06-29,Branch Closings,2020-LB-BranchClosing-315092,"Wells Fargo Bank, N.A.",101 North Philips Avenue,Sioux Falls,SD,Minnehaha, 
Receipt,2020-06-29,Branch Closings,2020-LB-BranchClosing-315093,"Wells Fargo Bank, N.A.",101 North Philips Avenue,Sioux Falls,SD,Minnehaha, 
Receipt,2020-06-29,Branch Closings,2020-LB-BranchClosing-315094,"Wells Fargo Bank, N.A.",101 North Philips Avenue,Sioux Falls,SD,Minnehaha, 
Receipt,2020-06-29,Branch Closings,2020-LB-BranchClosing-315095,"Wells Fargo Bank, N.A.",101 North Philips Avenue,Sioux Falls,SD,Minnehaha, 
Receipt,2020-06-29,Branch Closings,2020-LB-BranchClosing-315096,"Wells Fargo Bank, N.A.",101 North Philips Avenue,Sioux Falls,SD,Minnehaha, 
Receipt,2020-06-29,Branch Closings,2020-LB-BranchClosing-315097,"Wells Fargo Bank, N.A.",101 North Philips Avenue,Sioux Falls,SD,Minnehaha, 
Receipt,2020-06-29,Branch Closings,2020-LB-BranchClosing-315098,"Wells Fargo Bank, N.A.",101 North Philips Avenue,Sioux Falls,SD,Minnehaha, 
Receipt,2020-06-29,Branch Closings,2020-LB-BranchClosing-315099,"Wells Fargo Bank, N.A.",101 North Philips Avenue,Sioux Falls,SD,Minnehaha, 
Receipt,2020-06-29,Branch Closings,2020-LB-BranchClosing-315100,"Wells Fargo Bank, N.A.",101 North Philips Avenue,Sioux Falls,SD,Minnehaha, 
Receipt,2020-06-29,Branch Closings,2020-LB-BranchClosing-315101,"Wells Fargo Bank, N.A.",101 North Philips Avenue,Sioux Falls,SD,Minnehaha, 
Receipt,2020-06-29,Branch Closings,2020-LB-BranchClosing-315102,"Wells Fargo Bank, N.A.",101 North Philips Avenue,Sioux Falls,SD,Minnehaha, 
Receipt,2020-06-29,Branch Closings,2020-LB-BranchClosing-315103,"Wells Fargo Bank, N.A.",101 North Philips Avenue,Sioux Falls,SD,Minnehaha, 
Receipt,2020-06-29,Relocation,2020-NE-Relocation-315181,Windsor FS&LA,250 Broad St,Windsor,CT,Hartford,2020-07-29
Consummated/Effective,2020-06-30,Branch Closings,2019-LB-BranchClosing-311391,"Bank of America, NA","100 North Tryon Street, Suite 170",Charlotte,NC,Mecklenburg, 
Consummated/Effective,2020-06-30,Branch Closings,2020-LB-BranchClosing-314114,"Capital One, NA",1680 Capital One Drive,McLean,VA,Fairfax, 
Consummated/Effective,2020-06-30,Subsidiaries & Equities,2020-LB-Subs&Equities-315309,"Capital One, NA",1680 Capital One Drive,McLean,VA,Fairfax, 
Approved,2020-06-30,Relocation,2020-SO-Relocation-314825,Finemark NB&T,12681 Creekside Lane,Fort Myers,FL,Lee,2020-06-25
Receipt,2020-06-30,Business Combinations,2020-NE-Combination-315143,First NB,622 Broad Street,Altavista,VA,Campbell,2020-08-02
Consummated/Effective,2020-06-30,Branch Closings,2020-WE-BranchClosing-313956,First NB Alaska,101 West 36th Avenue,Anchorage,AK,Anchorage, 
Consummated/Effective,2020-06-30,Branch Closings,2019-LB-BranchClosing-312284,"JPMorgan Chase Bank, NA",1111 Polaris Parkway,Columbus,OH,Delaware, 
Approved,2020-06-30,Branch Establishment,2020-LB-BranchNew-314742,"JPMorgan Chase Bank, NA",1111 Polaris Parkway,Columbus,OH,Delaware,2020-06-27
Consummated/Effective,2020-06-30,Branch Closings,2020-LB-BranchClosing-314082,U.S. Bank NA,425 Walnut Street,Cincinnati,OH,Hamilton, 
Receipt,2020-06-30,Branch Closings,2020-LB-BranchClosing-315106,"Wells Fargo Bank, N.A.",101 North Philips Avenue,Sioux Falls,SD,Minnehaha, 
Receipt,2020-06-30,Branch Closings,2020-LB-BranchClosing-315108,"Wells Fargo Bank, N.A.",101 North Philips Avenue,Sioux Falls,SD,Minnehaha, 
Receipt,2020-06-30,Branch Closings,2020-LB-BranchClosing-315109,"Wells Fargo Bank, N.A.",101 North Philips Avenue,Sioux Falls,SD,Minnehaha, 
Receipt,2020-06-30,Branch Closings,2020-LB-BranchClosing-315110,"Wells Fargo Bank, N.A.",101 North Philips Avenue,Sioux Falls,SD,Minnehaha, 
Receipt,2020-06-30,Branch Closings,2020-LB-BranchClosing-315111,"Wells Fargo Bank, N.A.",101 North Philips Avenue,Sioux Falls,SD,Minnehaha, 
Receipt,2020-06-30,Branch Closings,2020-LB-BranchClosing-315112,"Wells Fargo Bank, N.A.",101 North Philips Avenue,Sioux Falls,SD,Minnehaha, 
Receipt,2020-06-30,Branch Closings,2020-LB-BranchClosing-315113,"Wells Fargo Bank, N.A.",101 North Philips Avenue,Sioux Falls,SD,Minnehaha, 
Receipt,2020-06-30,Branch Closings,2020-LB-BranchClosing-315114,"Wells Fargo Bank, N.A.",101 North Philips Avenue,Sioux Falls,SD,Minnehaha, 
Receipt,2020-06-30,Branch Closings,2020-LB-BranchClosing-315115,"Wells Fargo Bank, N.A.",101 North Philips Avenue,Sioux Falls,SD,Minnehaha, 
Receipt,2020-06-30,Branch Closings,2020-LB-BranchClosing-315116,"Wells Fargo Bank, N.A.",101 North Philips Avenue,Sioux Falls,SD,Minnehaha, 
Receipt,2020-06-30,Branch Closings,2020-LB-BranchClosing-315117,"Wells Fargo Bank, N.A.",101 North Philips Avenue,Sioux Falls,SD,Minnehaha, 
Receipt,2020-06-30,Branch Closings,2020-LB-BranchClosing-315118,"Wells Fargo Bank, N.A.",101 North Philips Avenue,Sioux Falls,SD,Minnehaha, 
Receipt,2020-06-30,Branch Closings,2020-LB-BranchClosing-315119,"Wells Fargo Bank, N.A.",101 North Philips Avenue,Sioux Falls,SD,Minnehaha, 
Receipt,2020-06-30,Branch Closings,2020-LB-BranchClosing-315120,"Wells Fargo Bank, N.A.",101 North Philips Avenue,Sioux Falls,SD,Minnehaha, 
Receipt,2020-06-30,Branch Closings,2020-LB-BranchClosing-315121,"Wells Fargo Bank, N.A.",101 North Philips Avenue,Sioux Falls,SD,Minnehaha, 
Receipt,2020-06-30,Branch Closings,2020-LB-BranchClosing-315123,"Wells Fargo Bank, N.A.",101 North Philips Avenue,Sioux Falls,SD,Minnehaha, 
Receipt,2020-06-30,Branch Closings,2020-LB-BranchClosing-315124,"Wells Fargo Bank, N.A.",101 North Philips Avenue,Sioux Falls,SD,Minnehaha, 
Receipt,2020-06-30,Branch Closings,2020-LB-BranchClosing-315125,"Wells Fargo Bank, N.A.",101 North Philips Avenue,Sioux Falls,SD,Minnehaha, 
Receipt,2020-06-30,Branch Closings,2020-LB-BranchClosing-315126,"Wells Fargo Bank, N.A.",101 North Philips Avenue,Sioux Falls,SD,Minnehaha, 
Receipt,2020-06-30,Branch Closings,2020-LB-BranchClosing-315127,"Wells Fargo Bank, N.A.",101 North Philips Avenue,Sioux Falls,SD,Minnehaha, 
Receipt,2020-06-30,Branch Closings,2020-LB-BranchClosing-315129,"Wells Fargo Bank, N.A.",101 North Philips Avenue,Sioux Falls,SD,Minnehaha, 
Receipt,2020-06-30,Branch Closings,2020-LB-BranchClosing-315130,"Wells Fargo Bank, N.A.",101 North Philips Avenue,Sioux Falls,SD,Minnehaha, 
Receipt,2020-06-30,Branch Closings,2020-LB-BranchClosing-315131,"Wells Fargo Bank, N.A.",101 North Philips Avenue,Sioux Falls,SD,Minnehaha, 
Receipt,2020-07-01,Branch Establishment,2020-SO-BranchNew-315345,"BancCentral, NA",604 Flynn Street,Alva,OK,Woods,2020-07-04
Receipt,2020-07-01,Branch Establishment,2020-LB-BranchNew-315136,"Bank of America, NA","100 North Tryon Street, Suite 170",Charlotte,NC,Mecklenburg,2020-07-31
Receipt,2020-07-01,Branch Establishment,2020-LB-BranchNew-315155,"Bank of America, NA","100 North Tryon Street, Suite 170",Charlotte,NC,Mecklenburg,2020-07-31
Receipt,2020-07-01,Branch Establishment,2020-LB-BranchNew-315166,"Bank of America, NA","100 North Tryon Street, Suite 170",Charlotte,NC,Mecklenburg,2020-07-31
Receipt,2020-07-01,Branch Closings,2020-LB-BranchClosing-315160,"Citizens Bank, NA",One Citizens Plaza,Providence,RI,Providence, 
Receipt,2020-07-01,Relocation,2020-LB-Relocation-315162,"Citizens Bank, NA",One Citizens Plaza,Providence,RI,Providence,2020-07-31
Consummated/Effective,2020-07-01,Terminations,2018-SO-Termination-302605,First NB of Brundidge,137 South Main Street,Brundidge,AL,Pike, 
Consummated/Effective,2020-07-01,Corporate Title Change,2020-SO-TitleChange-314602,First NB of Gilmer,201 North Wood Street,Gilmer,TX,Upshur, 
Consummated/Effective,2020-07-01,Branch Establishment,2019-SO-BranchNew-306961,First NB of Jeanerette,1331 East Main Street,Jeanerette,LA,Iberia,2019-02-07
Consummated/Effective,2020-07-01,Terminations,2020-SO-Termination-314162,First NB of Manchester,100 West High Street,Manchester,TN,Coffee, 
Withdrawn,2020-07-01,Business Combinations,2020-SO-Combination-313068,"Investar Bank, NA",7244 Perkins Road,Baton Rouge,LA,East Baton Rouge,2020-03-06
Consummated/Effective,2020-07-01,Business Combinations,2020-NE-Combination-313418,Northfield Bank,1731 Victory Boulevard,Staten Island,NY,Richmond,2020-03-25
Approved,2020-07-01,Business Combinations,2020-NE-Combination-314690,"Patriot Bank, NA",999 Bedford Street,Stamford,CT,Fairfield,2020-05-19
Receipt,2020-07-01,Branch Closings,2020-NE-BranchClosing-315157,"People's United Bank, NA","Bridgeport Center, 850 Main Street",Bridgeport,CT,Fairfield, 
Receipt,2020-07-01,Branch Closings,2020-NE-BranchClosing-315158,"People's United Bank, NA","Bridgeport Center, 850 Main Street",Bridgeport,CT,Fairfield, 
Consummated/Effective,2020-07-01,Terminations,2020-SO-Termination-314455,Seaside NB & Trust,"201 South Orange Avenue, Suite 1350",Orlando,FL,Orange, 
Receipt,2020-07-01,Relocation,2020-NE-Relocation-314868,Sterling NB,400 Rella Boulevard,Montebello,NY,Rockland,2020-07-30
Receipt,2020-07-02,Branch Closings,2020-LB-BranchClosing-315169,"Bank of America, NA","100 North Tryon Street, Suite 170",Charlotte,NC,Mecklenburg, 
Receipt,2020-07-02,Branch Establishment,2020-LB-BranchNew-315167,"Bank of America, NA","100 North Tryon Street, Suite 170",Charlotte,NC,Mecklenburg,2020-07-31
Receipt,2020-07-02,Branch Closings,2020-LB-BranchClosing-315172,"Citizens Bank, NA",One Citizens Plaza,Providence,RI,Providence, 
Receipt,2020-07-02,Branch Closings,2020-LB-BranchClosing-315174,"Citizens Bank, NA",One Citizens Plaza,Providence,RI,Providence, 
Receipt,2020-07-02,Branch Closings,2020-LB-BranchClosing-315175,"Citizens Bank, NA",One Citizens Plaza,Providence,RI,Providence, 
Receipt,2020-07-02,Branch Closings,2020-LB-BranchClosing-315176,"Citizens Bank, NA",One Citizens Plaza,Providence,RI,Providence, 
Receipt,2020-07-02,Branch Establishment,2020-SO-BranchNew-314101,First Liberty NB,1900 Sam Houston Avenue,Liberty,TX,Liberty,2020-08-08
Approved,2020-07-02,Branch Establishment,2020-CE-BranchNew-314818,First NB of Le Center,10 West Minnesota Street,Le Center,MN,Le Sueur,2020-06-27
Approved,2020-07-02,Relocation,2020-CE-Relocation-314655,First NB of Le Center,10 West Minnesota Street,Le Center,MN,Le Sueur,2020-06-27
Receipt,2020-07-02,Branch Closings,2020-LB-BranchClosing-315183,"JPMorgan Chase Bank, NA",1111 Polaris Parkway,Columbus,OH,Delaware, 
Receipt,2020-07-02,Branch Closings,2020-LB-BranchClosing-315184,"JPMorgan Chase Bank, NA",1111 Polaris Parkway,Columbus,OH,Delaware, 
Receipt,2020-07-02,Branch Closings,2020-LB-BranchClosing-315185,"JPMorgan Chase Bank, NA",1111 Polaris Parkway,Columbus,OH,Delaware, 
Receipt,2020-07-02,Branch Closings,2020-LB-BranchClosing-315178,KeyBank NA,127 Public Square,Cleveland,OH,Cuyahoga, 
Receipt,2020-07-02,Branch Closings,2020-LB-BranchClosing-315179,KeyBank NA,127 Public Square,Cleveland,OH,Cuyahoga, 
Approved,2020-07-02,Relocation,2020-NE-Relocation-314842,Valley NB,615 Main Avenue,Passaic,NJ,Passaic,2020-06-25
Receipt,2020-07-02,Relocation,2020-WE-Relocation-315029,"Washington Federal Bank, NA",425 Pike Street,Seattle,WA,King,2020-07-24
Receipt,2020-07-06,Branch Closings,2020-CE-BranchClosing-314966,"Associated Bank, NA",200 North Adams Street,Green Bay,WI,Brown, 
Receipt,2020-07-06,Branch Closings,2020-CE-BranchClosing-314967,"Associated Bank, NA",200 North Adams Street,Green Bay,WI,Brown, 
Approved,2020-07-06,Branch Establishment,2020-LB-BranchNew-314707,"Citizens Bank, NA",One Citizens Plaza,Providence,RI,Providence,2020-06-28
Approved,2020-07-06,Branch Establishment,2020-LB-BranchNew-314278,"Fifth Third Bank, NA",38 Fountain Square Plaza,Cincinnati,OH,Hamilton,2020-06-25
Approved,2020-07-06,Relocation,2020-SO-Relocation-314785,"First Century Bank, NA",807 Dorsey Street,Gainesville,GA,Hall,2020-07-03
Consummated/Effective,2020-07-06,215a-3: Mergers with Non-Bank Affiliates,2020-HQ-215a3-313606,"First Citizens Bk of Polson, NA",213 First Street West,Polson,MT,Lake, 
Approved,2020-07-06,Branch Establishment,2020-SO-BranchNew-314733,First NB of Gilmer,201 North Wood Street,Gilmer,TX,Upshur,2020-07-02
Consummated/Effective,2020-07-06,Branch Establishment,2019-NE-BranchNew-307605,First NB of Pennsylvania,166 Main Street,Greenville,PA,Mercer,2019-03-18
Consummated/Effective,2020-07-06,Branch Establishment,2019-LB-BranchNew-309082,"JPMorgan Chase Bank, NA",1111 Polaris Parkway,Columbus,OH,Delaware,2019-06-13
Consummated/Effective,2020-07-06,Branch Establishment,2020-NE-BranchNew-315380,Westfield Bank,141 Elm Street,Westfield,MA,Hampden, 
Approved,2020-07-06,Branch Establishment,2020-SO-BranchNew-312456,Woodforest NB,1330 Lake Robbins Drive,The Woodlands,TX,Montgomery,2020-06-28
Receipt,2020-07-06,Branch Establishment,2020-SO-BranchNew-314684,Woodforest NB,1330 Lake Robbins Drive,The Woodlands,TX,Montgomery,2020-08-01
Receipt,2020-07-07,Branch Closings,2020-LB-BranchClosing-315242,"Citizens Bank, NA",One Citizens Plaza,Providence,RI,Providence, 
