Action,Date,Type,ApplicationNumber,BranchName,Location,City,State,County,EndCmtPd
Receipt,2020-06-19,Branch Closings,2020-LB-BranchClosing-314860,Green Mount Commons Branch,2500 GREEN MOUNT DRIVE VE,BELLEVILLE,IL,St Clair, 
Receipt,2020-06-19,Branch Closings,2020-LB-BranchClosing-314965,Greenville Plaza,101 NORTH MAIN STREET,GREENVILLE,SC,Greenville, 
Receipt,2020-06-19,Branch Closings,2020-LB-BranchClosing-314861,Hampden,4242 CARLISLE PIKE,CAMP HILL,PA,Cumberland, 
Receipt,2020-06-19,Branch Closings,2020-LB-BranchClosing-314862,Harper's Point Branch,11294 MONTGOMERY ROAD,CINCINNATI,OH,Hamilton, 
Receipt,2020-06-19,Branch Closings,2020-LB-BranchClosing-314863,Holland,83 BUCK ROAD,HOLLAND,PA,Bucks, 
Receipt,2020-06-19,Branch Closings,2020-LB-BranchClosing-314864,Hughes Road,25 Hughes Road,Madison,AL,Madison, 
Receipt,2020-06-19,Branch Closings,2020-LB-BranchClosing-314865,Hunterdon Regional Office,1 Walter E. Foran Boulevard,Flemington,NJ,Hunterdon, 
Receipt,2020-06-19,Branch Closings,2020-LB-BranchClosing-314904,Indian River,3833 S Straits Hwy,INDIAN RIVER,MI,Cheboygan, 
Receipt,2020-06-19,Branch Closings,2020-LB-BranchClosing-314905,Lake Mary - Heathrow,1321 Heathrow Center Ln,Lake Mary,FL,Seminole, 
Consummated/Effective,2020-06-19,Branch Closings,2020-LB-BranchClosing-313911,Lexington Vine Street,301 EAST MAIN STREET,LEXINGTON,KY,Fayette, 
Receipt,2020-06-19,Branch Closings,2020-LB-BranchClosing-314906,Miracle Mile Branch,655 21ST STREET,VERO BEACH,FL,Indian River, 
Receipt,2020-06-19,Branch Closings,2020-LB-BranchClosing-314907,North Hills,4700 Six Forks Rd,Raleigh,NC,Wake, 
Consummated/Effective,2020-06-19,Branch Closings,2020-LB-BranchClosing-314679,North White Plains Branch,76-78 VIRGINIA ROAD,WHITE PLAINS,NY,Westchester, 
Receipt,2020-06-19,Branch Closings,2020-LB-BranchClosing-314908,Northlake,4855 Briarcliff Rd NE,Atlanta,GA,Dekalb, 
Receipt,2020-06-19,Branch Closings,2020-LB-BranchClosing-314909,Northside-Cincinnati Branch,4140 HAMILTON AVENUE,CINCINNATI,OH,Hamilton, 
Receipt,2020-06-19,Branch Closings,2020-LB-BranchClosing-314912,Powers Ferry,5430 New Northside Dr,Atlanta,GA,Fulton, 
Receipt,2020-06-19,Branch Closings,2020-LB-BranchClosing-314913,Queen City Square,"301 EAST FOURTH STREE, SUITE 420",CINCINNATI,OH,Hamilton, 
Receipt,2020-06-19,Branch Closings,2020-LB-BranchClosing-314914,River Road,7800 RIVER ROAD,NORTH BERGEN,NJ,Hudson, 
Consummated/Effective,2020-06-19,Branch Closings,2020-LB-BranchClosing-312652,Roanoke Rapids,1001 Hamilton St,Roanoke Rapids,NC,Halifax, 
Receipt,2020-06-19,Branch Closings,2020-LB-BranchClosing-314915,Roosevelt Boulevard Branch,2650 ROOSEVELT BOULEVARD,CLEARWATER,FL,Pinellas, 
Receipt,2020-06-19,Branch Establishment,2020-LB-BranchNew-315002,Sewickley,419 Beaver Street,Sewickley,PA,Allegheny,2020-07-19
Withdrawn,2020-06-19,Branch Establishment,2018-LB-BranchNew-305351,Shaw Florida Avenue and 7th Street NW,NEC Georgia Avenue NW and Florida Avenue NW,Washington,DC,District of Columbia,2018-10-19
Receipt,2020-06-19,Branch Closings,2020-LB-BranchClosing-314920,South-Side Office,1850 SOUTH LIMESTONE STREET,SPRINGFIELD,OH,Clark, 
Receipt,2020-06-19,Branch Closings,2020-LB-BranchClosing-314919,Springdale,SPRINGDALE & GREENTREE ROADS,CHERRY HILL,NJ,Camden, 
Receipt,2020-06-19,Branch Closings,2020-LB-BranchClosing-314921,Stone Ridge Branch,"STONE RIDGE RETIREMENT COMMUNITY, 440 EAST LINCOLN AVENUE",MYERSTOWN,PA,Lebanon, 
Receipt,2020-06-19,Branch Closings,2020-LB-BranchClosing-314922,Thurber Village Branch,763 NEIL AVENUE,COLUMBUS,OH,Franklin, 
Receipt,2020-06-19,Branch Closings,2020-LB-BranchClosing-314923,Trenton Transit Center,72 SOUTH CLINTON AVENUE,TRENTON,NJ,Mercer, 
Receipt,2020-06-19,Branch Establishment,2020-LB-BranchNew-314997,University of Minnesota,612 Washington Ave SE,Minneapolis,MN,Hennepin,2020-07-19
Receipt,2020-06-19,Branch Closings,2020-LB-BranchClosing-314924,Upmc Passavant,9100 BABCOCK BOULEVARD,PITTSBURGH,PA,Allegheny, 
Receipt,2020-06-19,Branch Closings,2020-LB-BranchClosing-314925,Upmc Presbyterian Hospital,200 LOTHROP STREET,PITTSBURGH,PA,Allegheny, 
Receipt,2020-06-19,Branch Closings,2020-LB-BranchClosing-314823,Western Branch,800 WESTERN AVENUE,CHILLICOTHE,OH,Ross, 
Receipt,2020-06-19,Branch Closings,2020-LB-BranchClosing-314926,Westport Branch,157 WEST PORT PLAZA DRIVE,ST. LOUIS,MO,St Louis, 
Receipt,2020-06-19,Branch Establishment,2020-LB-BranchNew-314995,Woodward Corners,30955 Woodward Ave.,Royal Oak,MI,Oakland,2020-07-19
Consummated/Effective,2020-06-22,Fiduciary Powers,2020-LB-Fiduciary-315012, , , , , , 
Receipt,2020-06-22,Fiduciary Powers,2020-LB-Fiduciary-315012, , , , , , 
Receipt,2020-06-22,Branch Closings,2020-SO-BranchClosing-315022,North Manchester Branch,421 RICHMOND ROAD,MANCHESTER,KY,Clay, 
Consummated/Effective,2020-06-22,Relocation,2019-LB-Relocation-309210,Third & 78th,1370 THIRD AVENUE,NEW YORK,NY,New York,2019-06-13
Receipt,2020-06-23,Subsidiaries & Equities,2020-SO-Subs&Equities-315033, , , , , , 
Receipt,2020-06-23,Branch Establishment,2020-LB-BranchNew-315013,Mound,2141 Commerce Blvd.,Mound,MN,Hennepin,2020-07-20
Approved,2020-06-23,Branch Establishment,2020-LB-BranchNew-314600,University and Lorraine,SEC University Parkway and Lorraine Road,Lakewood Ranch,FL,Sarasota,2020-06-19
Receipt,2020-06-24,Branch Establishment,2020-LB-BranchNew-315028,Clark and Addison,SWC West Addison Street and North Clark Street,Chicago,IL,Cook,2020-07-24
Approved,2020-06-24,Branch Establishment,2020-SO-BranchNew-314615,First American National bank,105 South Main Street,Amory,MS,Monroe,2020-06-19
Receipt,2020-06-24,Branch Closings,2020-SO-BranchClosing-315191,"First National Bank of Nwa, Fayetteville Branch, A Division of The First National Bank of Fort Smith, Ar","2638 East Joyce Boulevard, Suite #1",Fayetteville,AR,Washington, 
Receipt,2020-06-24,Branch Closings,2020-SO-BranchClosing-315194,Fort Worth Collinwood,"5020 Collinwood Avenue, Suite 400",Fort Worth,TX,Tarrant, 
Receipt,2020-06-24,Relocation,2020-CE-Relocation-314819,"Jackson County Banking Center, VCNB Financial Family","920 Veterans Drive, Suite E",Jackson,OH,Jackson,2020-07-16
Consummated/Effective,2020-06-24,Branch Establishment,2018-LB-BranchNew-303502,Rockville Pike and Bou Avenue,12097 Rockville Pike and Bou Avenue,Rockville,MD,Montgomery,2018-06-28
Receipt,2020-06-25,Branch Closings,2020-CE-BranchClosing-315043,Brussels Financial Center,1364 Cty Rd DK,Brussels,WI,Door, 
Receipt,2020-06-25,Branch Closings,2020-SO-BranchClosing-315045,Citizens National Bank - Italy Branch,124 E. MAIN STREET,ITALY,TX,Ellis, 
Withdrawn,2020-06-25,Branch Establishment,2019-LB-BranchNew-307380,Clarksville,NEC Clarksville Pike and Great Star Drive,Clarksville,MD,Howard,2019-02-28
Approved,2020-06-25,Relocation,2020-WE-Relocation-314647,Downtown Office,1600 4TH AVENUE,ROCK ISLAND,IL,Rock Island, 
Receipt,2020-06-25,Branch Closings,2020-CE-BranchClosing-315042,Ellison Bay Financial Center,12046 Highway 42,Ellison Bay,WI,Door, 
Receipt,2020-06-25,Branch Closings,2020-CE-BranchClosing-314734,First National Bank-Fox Valley Branch,Corner W Northland Avenue/W Service Road & North Bennett Str,Appleton,WI,Outagamie, 
Receipt,2020-06-25,Branch Closings,2020-CE-BranchClosing-315040,Fish Creek Financial Center,9405 Highway 42,Fish Creek,WI,Door, 
Receipt,2020-06-25,Branch Closings,2020-CE-BranchClosing-315041,Howard-Suamico Financial Center,2502 Lineville Road,Green Bay,WI,Brown, 
Receipt,2020-06-25,Branch Closings,2020-CE-BranchClosing-315044,Jackson Street Branch,2201 Jackson Street,Oshkosh,WI,Winnebago, 
Receipt,2020-06-25,Branch Closings,2020-CE-BranchClosing-314737,Kewaunee - Marquette Dr Branch,931 Marquette,Kewaunee,WI,Kewaunee, 
Receipt,2020-06-25,Branch Closings,2020-CE-BranchClosing-315032,Post Oak Crossing Branch,3401 HIGHWAY 1417,SHERMAN,TX,Grayson, 
Receipt,2020-06-25,Branch Closings,2020-SO-BranchClosing-315104,Post Oak Crossing Branch,3401 HIGHWAY 1417,SHERMAN,TX,Grayson, 
Receipt,2020-06-25,Branch Closings,2020-LB-BranchClosing-315036,Redmond Fred Meyer,"944 SW 9TH ST, STE 101",REDMOND,OR,Deschutes, 
Withdrawn,2020-06-26,Subsidiaries & Equities,2020-LB-Subs&Equities-314448, , , , , , 
Approved,2020-06-26,Branch Establishment,2020-LB-BranchNew-314686,Alpharetta Street and Holcomb Bridge Road,SEC Alpharetta St aka Hwy 9 & Holcomb Bridge Rd aka Hwy 140,Roswell,GA,Fulton,2020-06-25
Approved,2020-06-26,Branch Establishment,2020-NE-BranchNew-314586,Biltmore Park Office,One Town Square Boulevard,Asheville,NC,Buncombe,2020-06-19
Approved,2020-06-26,Relocation,2020-LB-Relocation-314611,Broad and Erie,3711 Germantown Avenue,Philadelphia,PA,Philadelphia,2020-06-19
Consummated/Effective,2020-06-26,Branch Closings,2020-LB-BranchClosing-313742,Collier Commons,22711 STATE ROUTE 54,LAND O LAKES,FL,Pasco, 
Consummated/Effective,2020-06-26,Relocation,2020-SO-Relocation-315293,Lamar National Bank - Celina,"721 E. Pecan, Suite 100",Celina,TX,Collin,2020-07-25
Receipt,2020-06-26,Branch Closings,2020-WE-BranchClosing-315053,Murray Office,415 Maple Street,Murray,IA,Clarke, 
Receipt,2020-06-26,Branch Establishment,2020-LB-BranchNew-315048,Summit,4023 Finn Way,Lexington,KY,Fayette,2020-07-26
Consummated/Effective,2020-06-27,Branch Establishment,2019-CE-BranchNew-311691,"First Neighbor Bank, National Association",150 Courthouse Square,Toledo,IL,Cumberland,2019-12-20
Consummated/Effective,2020-06-29,Business Combinations,2020-CE-Combination-314530, , , , , ,2020-06-10
Receipt,2020-06-29,Subsidiaries & Equities,2020-SO-Subs&Equities-315080, , , , , , 
Receipt,2020-06-29,Branch Closings,2020-LB-BranchClosing-315103,24th Street & Baseline,2250 EAST BASELINE ROAD,PHOENIX,AZ,Maricopa, 
Receipt,2020-06-29,Branch Closings,2020-LB-BranchClosing-315093,40th Street & Thunderbird at Smith's,4025 EAST THUNDERBIRD,PHOENIX,AZ,Maricopa, 
Receipt,2020-06-29,Branch Closings,2020-LB-BranchClosing-315099,43rd Avenue & Cactus at Smith's,4202 WEST CACTUS,PHOENIX,AZ,Maricopa, 
Receipt,2020-06-29,Branch Closings,2020-LB-BranchClosing-315102,83rd Avenue & Lower Buckeye Road,2626 S. 83RD AVENUE,PHOENIX,AZ,Maricopa, 
Consummated/Effective,2020-06-29,Branch Establishment,2019-LB-BranchNew-311318,Artesia and Atlantic,675 E Artesia Boulevard,Long Beach,CA,Los Angeles,2019-11-12
Consummated/Effective,2020-06-29,Branch Establishment,2019-LB-BranchNew-309440,Atlantic Station,NEC State Street NW and 17th Street NW,Atlanta,GA,Fulton,2019-07-12
Receipt,2020-06-29,Branch Closings,2020-LB-BranchClosing-315085,Broadway Road & Lindsay at Smith's,2727 EAST BROADWAY ROAD,MESA,AZ,Maricopa, 
Receipt,2020-06-29,Branch Closings,2020-LB-BranchClosing-315060,Concord Main Office,2020 WILLOW PASS ROAD,CONCORD,CA,Contra Costa, 
Receipt,2020-06-29,Relocation,2020-LB-Relocation-315047,Concord Main Office,2020 WILLOW PASS ROAD,CONCORD,CA,Contra Costa,2020-07-26
Receipt,2020-06-29,Branch Closings,2020-LB-BranchClosing-315084,Cortez,202 NORTH CORTEZ STREET,PRESCOTT,AZ,Yavapai, 
Receipt,2020-06-29,Branch Closings,2020-LB-BranchClosing-315092,Doral Branch Office,4995 NORTHWEST 72ND AVENUE,MIAMI,FL,Dade, 
Receipt,2020-06-29,Branch Closings,2020-LB-BranchClosing-315096,E. Greenway & 64th Branch,6321 E. GREENWAY,SCOTTSDALE,AZ, , 
Receipt,2020-06-29,Branch Closings,2020-LB-BranchClosing-315100,Flagstaff at Smith's,201 SWITZER ROAD,FLAGSTAFF,AZ,Coconino, 
Receipt,2020-06-29,Branch Closings,2020-LB-BranchClosing-315101,Gantzel & Combs Road,155 WEST COMBS ROAD,QUEEN CREEK,AZ,Pinal, 
Receipt,2020-06-29,Branch Establishment,2020-LB-BranchNew-315062,Hilliard,Hilliard Rome Rd and Westchester Woods Blvd,Hilliard,OH,Franklin,2020-07-29
Receipt,2020-06-29,Branch Closings,2020-LB-BranchClosing-315081,Holcomb Corners,3374 HOLCOMB BRIDGE RD,NORCROSS,GA,Gwinnett, 
Receipt,2020-06-29,Branch Closings,2020-LB-BranchClosing-315087,Hudson Square,14048 HIGHWAY 19 NORTH,HUDSON,FL,Pasco, 
Receipt,2020-06-29,Branch Closings,2020-LB-BranchClosing-315090,Jahnke Road,7012 MARLOWE ROAD,RICHMOND,VA,Richmond City, 
Receipt,2020-06-29,Branch Closings,2020-LB-BranchClosing-315089,Keyport,2 E. FRONT STREET,KEYPORT,NJ,Monmouth, 
Consummated/Effective,2020-06-29,Branch Establishment,2019-CE-BranchNew-310940,Kirkland Branch,419 Main Street,Kirkland,IL,Dekalb,2019-10-21
Consummated/Effective,2020-06-29,Branch Establishment,2018-LB-BranchNew-304532,Lakewood Cedarbridge Avenue,1797 Avenue of the States,Lakewood,NJ,Ocean,2018-08-31
Consummated/Effective,2020-06-29,Branch Establishment,2019-LB-BranchNew-310498,Livingston and SR-54,23434 SR-54,Lutz,FL,Pasco,2019-09-17
Receipt,2020-06-29,Branch Closings,2020-LB-BranchClosing-315088,Mandarin Office,10600 SAN JOSE BOULEVARD,JACKSONVILLE,FL,Duval, 
Receipt,2020-06-29,Branch Closings,2020-LB-BranchClosing-315086,N.W. Grand & 107th,10660 NW GRAND,SUN CITY,AZ,Maricopa, 
Consummated/Effective,2020-06-29,Branch Closings,2020-LB-BranchClosing-312921,North 40th Ave Fred Meyer,"1206 N 40TH AVE, STE A",YAKIMA,WA,Yakima, 
Receipt,2020-06-29,Branch Closings,2020-CE-BranchClosing-315066,Not Given,314 WASHINGTON STREET,HIGGINSPORT,OH,Brown, 
Receipt,2020-06-29,Branch Closings,2020-LB-BranchClosing-315095,Pecos & Higley,3261 E. PECOS ROAD,GILBERT,AZ,Maricopa, 
Deleted,2020-06-29,Branch Closings,2020-CE-BranchClosing-315032,Post Oak Crossing Branch,3401 HIGHWAY 1417,SHERMAN,TX,Grayson, 
Receipt,2020-06-29,Branch Closings,2020-LB-BranchClosing-315091,Redan Village Office,4798 REDAN ROAD,STONE MOUNTAIN,GA,Dekalb, 
Consummated/Effective,2020-06-29,Branch Establishment,2019-LB-BranchNew-311233,Rosecrans,"1005 Rosecrans St, Ste 101",San Diego,CA,San Diego,2019-11-05
Receipt,2020-06-29,Branch Closings,2020-LB-BranchClosing-315083,Sioux Falls - Richmond Hills Branch,910 NORTH SYCAMORE AVENUE,SIOUX FALLS,SD,Minnehaha, 
Receipt,2020-06-29,Relocation,2020-NE-Relocation-315181,South Windsor Branch,152 Deming Street,South Windsor,CT,Hartford,2020-07-29
Receipt,2020-06-29,Branch Closings,2020-LB-BranchClosing-315098,Southern & Rural at Smith's Food & Drug,3225 S. RURAL ROAD,TEMPE,AZ,Maricopa, 
Receipt,2020-06-29,Branch Closings,2020-LB-BranchClosing-315094,West Medford Branch,2199 W. MAIN STREET,MEDFORD,OR,Jackson, 
Receipt,2020-06-29,Branch Closings,2020-LB-BranchClosing-315097,Williams Filed & Gilbert,87 EAST WILLIAMS FIELD ROAD,GILBERT,AZ,Maricopa, 
Receipt,2020-06-30,Business Combinations,2020-NE-Combination-315143, , , , , ,2020-08-02
Approved,2020-06-30,Relocation,2020-SO-Relocation-314825, , , , , ,2020-06-25
Consummated/Effective,2020-06-30,Subsidiaries & Equities,2020-LB-Subs&Equities-315309, , , , , , 
Receipt,2020-06-30,Branch Closings,2020-LB-BranchClosing-315116,9000 Sunset,9000 WEST SUNSET BOULEVARD,LOS ANGELES,CA,Los Angeles, 
Consummated/Effective,2020-06-30,Branch Closings,2020-LB-BranchClosing-314114,American University,4400 MASSACHUSETTS AVENUE NW,WASHINGTON,DC,District of Columbia, 
Receipt,2020-06-30,Branch Closings,2020-LB-BranchClosing-315127,Boynton Birchwood,1550 WEST BOYNTON BEACH BLVD,BOYNTON BEACH,FL,Palm Beach, 
Receipt,2020-06-30,Branch Closings,2020-LB-BranchClosing-315110,Buckhead Loop Branch,3465 BUCKHEAD LOOP,ATLANTA,GA,Fulton, 
Receipt,2020-06-30,Branch Closings,2020-LB-BranchClosing-315123,Century Park East,1840 CENTURY PARK EAST,LOS ANGELES,CA,Los Angeles, 
Receipt,2020-06-30,Branch Closings,2020-LB-BranchClosing-315124,Chandler & 40th Fry's,3949 EAST CHANDLER BOULEVARD,PHOENIX,AZ,Maricopa, 
Receipt,2020-06-30,Branch Closings,2020-LB-BranchClosing-315117,Conover Main Branch,106 FIRST AVENUE SOUTH,CONOVER,NC,Catawba, 
Receipt,2020-06-30,Branch Closings,2020-LB-BranchClosing-315126,Croydon,399 BRITOL PIKE,CROYDON,PA,Bucks, 
Receipt,2020-06-30,Branch Closings,2020-LB-BranchClosing-315131,Downtown Bradenton,303 9TH STREET WEST,BRADENTON,FL,Manatee, 
Receipt,2020-06-30,Branch Closings,2020-LB-BranchClosing-315129,Downtown Huntsville,409 MADISON STREET SE,HUNTSVILLE,AL,Madison, 
Receipt,2020-06-30,Branch Closings,2020-LB-BranchClosing-315130,Dumont Office,2 WEST MADISON AVENUE,DUMONT,NJ,Bergen, 
Consummated/Effective,2020-06-30,Branch Closings,2019-LB-BranchClosing-311391,East Vineland,"3600 EAST LANDIS AVENUE, SUITE 25",VINELAND,NJ,Cumberland, 
Receipt,2020-06-30,Branch Closings,2020-LB-BranchClosing-315106,Eustis Office,21 NORTH GROVE STREET,EUSTIS,FL,Lake, 
Receipt,2020-06-30,Branch Closings,2020-LB-BranchClosing-315119,Garden City Office,3301 CHINDEN BOULEVARD,GARDEN CITY,ID,Ada, 
Receipt,2020-06-30,Branch Closings,2020-LB-BranchClosing-315115,Green River Office,125 WEST FLAMING GORGE WAY,GREEN RIVER,WY,Sweetwater, 
Receipt,2020-06-30,Branch Closings,2020-LB-BranchClosing-315125,Jacksboro Highway,4516 JACKSBORO HIGHWAY,WICHITA FALLS,TX,Wichita, 
Receipt,2020-06-30,Branch Closings,2020-LB-BranchClosing-315111,Ketchikan Branch,409 DOCK STREET,KETCHIKAN,AK,Ketchikan Gateway, 
Receipt,2020-06-30,Branch Closings,2020-LB-BranchClosing-315113,La Cienega & Wilshire,8501 WILSHIRE BOULEVARD,BEVERLY HILLS,CA,Los Angeles, 
Receipt,2020-06-30,Branch Closings,2020-LB-BranchClosing-315118,Lynden,1780 FRONT STREET,LYNDEN,WA,Whatcom, 
Receipt,2020-06-30,Branch Closings,2020-LB-BranchClosing-315120,Minneapolis Campus,2710 WELLS FARGO WAY,MINNEAPOLIS,MN,Hennepin, 
Receipt,2020-06-30,Branch Closings,2020-LB-BranchClosing-315109,Mission Pacific Beach Office,4315 MISSION,PACIFIC BEACH,CA,San Diego, 
Approved,2020-06-30,Branch Establishment,2020-LB-BranchNew-314742,Moorestown W Main Street,SWC West Main Street and North Close,Moorestown,NJ,Burlington,2020-06-27
Consummated/Effective,2020-06-30,Branch Closings,2020-WE-BranchClosing-313956,Parkway Branch,5305 EAST NORTHERN LIGHTS BOULEVARD,ANCHORAGE,AK,Anchorage, 
Consummated/Effective,2020-06-30,Branch Closings,2019-LB-BranchClosing-312284,South Flint Plaza,4841 Fenton Rd,FLINT,MI,Genesee, 
Receipt,2020-06-30,Branch Closings,2020-LB-BranchClosing-315108,Sutherlin In-Store,811 EAST CENTRAL STREET,SUTHERLIN,OR,Douglas, 
Receipt,2020-06-30,Branch Closings,2020-LB-BranchClosing-315121,Tacoma Downton,"1001 PACIFIC AVENUE, SUITE A",TACOMA,WA,Pierce, 
Receipt,2020-06-30,Branch Closings,2020-LB-BranchClosing-315112,Vernal Walmart Office,1851 WEST HIGHWAY 40,VERNAL,UT,Uintah, 
Receipt,2020-06-30,Branch Closings,2020-LB-BranchClosing-315114,Viera,8490 N WICKHAM RD,VIERA,FL,Brevard, 
Consummated/Effective,2020-06-30,Branch Closings,2020-LB-BranchClosing-314082,Wauwatosa Meijer Branch,11111 W. Burleigh Street,Wauwatosa,WI,Milwaukee, 
Withdrawn,2020-07-01,Business Combinations,2020-SO-Combination-313068, , , , , ,2020-03-06
Consummated/Effective,2020-07-01,Business Combinations,2020-NE-Combination-313418, , , , , ,2020-03-25
Approved,2020-07-01,Business Combinations,2020-NE-Combination-314690, , , , , ,2020-05-19
Consummated/Effective,2020-07-01,Corporate Title Change,2020-SO-TitleChange-314602, , , , , , 
Receipt,2020-07-01,Relocation,2020-NE-Relocation-314868, , , , , ,2020-07-30
Receipt,2020-07-01,Branch Establishment,2020-LB-BranchNew-315166,336 Marketplace,"247 S Loop 336, Ste 100",Conroe,TX,Montgomery,2020-07-31
Receipt,2020-07-01,Branch Establishment,2020-SO-BranchNew-315345,Cherokee Branch,105 North Grand Avenue,Cherokee,OK,Alfalfa,2020-07-04
Consummated/Effective,2020-07-01,Terminations,2020-SO-Termination-314455,Coral Gables Branch,"2222 PONDE DE LEON BOULEVARD, SUITE 100",CORAL GABLES,FL,Dade, 
Consummated/Effective,2020-07-01,Terminations,2020-SO-Termination-314455,Courier Service,201 SOUTH ORANGE AVE. SUITE 1350,ORLANDO,FL,Orange, 
Receipt,2020-07-01,Branch Establishment,2020-LB-BranchNew-315136,Downtown SLC,280 S. Main St,Salt Lake City,UT,Salt Lake,2020-07-31
Receipt,2020-07-01,Branch Closings,2020-NE-BranchClosing-315157,East Hills Branch,401 Glen Cove Road,East Hills,NY,Nassau, 
Consummated/Effective,2020-07-01,Terminations,2020-SO-Termination-314162,First National Bank of Manchester,801 WEST MAIN STREET,WOODBURY,TN,Cannon, 
Consummated/Effective,2020-07-01,Terminations,2020-SO-Termination-314162,"FNB of Rutherford County, Branch of FNB of Manchester, Tn",2230 MERCURY BLVD,MURFREESBORO,TN,Rutherford, 
Consummated/Effective,2020-07-01,Terminations,2020-SO-Termination-314162,Hillsboro Road Branch,1814 HILLSBORO ROAD,MANCHESTER,TN,Coffee, 
Consummated/Effective,2020-07-01,Terminations,2020-SO-Termination-314455,Lake Mary Office,"100 Colonial Center Parkway, Suite 100",Lake Mary,FL,Seminole, 
Consummated/Effective,2020-07-01,Branch Establishment,2019-SO-BranchNew-306961,Layayette Branch,1801 Camellia Blvd.,Lafayette,LA,Lafayette,2019-02-07
Consummated/Effective,2020-07-01,Terminations,2020-SO-Termination-314455,Naples Branch,"3001 Tamiami Trail North, Suite 204",Naples,FL,Collier, 
Receipt,2020-07-01,Branch Closings,2020-NE-BranchClosing-315158,Old Greenwich Branch,146 Sound Beach Avenue,Old Greenwich,CT,Fairfield, 
Consummated/Effective,2020-07-01,Terminations,2018-SO-Termination-302605,Park Street Branch,615 PARK STREET,TROY,AL,Pike, 
Consummated/Effective,2020-07-01,Terminations,2020-SO-Termination-314455,Sarasota Office,1991 MAIN STREET,SARASOTA,FL,Sarasota, 
Consummated/Effective,2020-07-01,Terminations,2020-SO-Termination-314455,Seaside National Bank & Trust - Boca Raton Office,"1800 NORTH MILITARY TRAIL, SUITE 100",BOCA RATON,FL,Palm Beach, 
Consummated/Effective,2020-07-01,Terminations,2020-SO-Termination-314455,Seaside National Bank & Trust - Palm Beach Office,"420 ROYAL PALM WAY, SUITE 220",PALM BEACH,FL,Palm Beach, 
Consummated/Effective,2020-07-01,Terminations,2020-SO-Termination-314455,Seaside National Bank & Trust - Stuart Office,"309 SOUTHEAST OSCEOLA STREET, SUITE 106",STUART,FL,Martin, 
Consummated/Effective,2020-07-01,Terminations,2020-SO-Termination-314455,Seaside National Bank & Trust - Tampa Office,5426 BAY CENTER DRIVE,TAMPA,FL,Hillsborough, 
Consummated/Effective,2020-07-01,Terminations,2020-SO-Termination-314455,Seaside National Bank & Trust- Ponte Vedra Beach Office,"820 HIGHWAY NORTH A1A, SUITE E-11",PONTE VEDRA BEACH,FL,St. Johns, 
Consummated/Effective,2020-07-01,Terminations,2020-SO-Termination-314455,Seaside National Bank & Trust-Fort Lauderdale Office,"450 EAST LAS OLAS BOULEVARD, SUITE 150",FORT LAUDERDALE,FL,Broward, 
Consummated/Effective,2020-07-01,Terminations,2020-SO-Termination-314455,Seaside National Bank & Trust-Palm Beach Gardens Office,"4290 PROFESSIONAL CENTER DRIVE STE. 201,202,203,&204",PALM BEACH GARDENS,FL,Palm Beach, 
Receipt,2020-07-01,Branch Closings,2020-LB-BranchClosing-315160,Trenton/West Road Branch,3635 WEST ROAD,TRENTON,MI,Wayne, 
Receipt,2020-07-01,Relocation,2020-LB-Relocation-315162,Trenton/West Road Branch,3635 WEST ROAD,TRENTON,MI,Wayne,2020-07-31
Receipt,2020-07-01,Branch Establishment,2020-LB-BranchNew-315155,Western Village,6123 Glenway Ave,Cincinnati,OH,Hamilton,2020-07-31
Consummated/Effective,2020-07-01,Terminations,2020-SO-Termination-314455,Windermere Branch Office,"4705 SOUTH APOPKA VINELAND ROAD, SUITE 120",ORLANDO,FL,Orange, 
Consummated/Effective,2020-07-01,Terminations,2020-SO-Termination-314455,Winter Park Offices,"700 WEST MORSE BOULEVARD, SUITE 100",WINTER PARK,FL,Orange, 
Approved,2020-07-02,Relocation,2020-CE-Relocation-314655, , , , , ,2020-06-27
Receipt,2020-07-02,Branch Establishment,2020-LB-BranchNew-315167,Bay Shore,838 Sunrise Hwy,Bay Shore,NY,Suffolk,2020-07-31
Receipt,2020-07-02,Relocation,2020-WE-Relocation-315029,Camelback,2196 East Camelback Road,Phoenix,AZ,Maricopa,2020-07-24
Approved,2020-07-02,Relocation,2020-NE-Relocation-314842,Cliffside Park Branch,742 Anderson Ave,Cliffside Park,NJ,Bergen,2020-06-25
Receipt,2020-07-02,Branch Closings,2020-LB-BranchClosing-315179,East Liberty Street Drive-Up,5838 BAUM BLVD. AT PENN CIRCLE,PITTSBURGH,PA,Allegheny, 
Receipt,2020-07-02,Branch Closings,2020-LB-BranchClosing-315172,Franklin Street,77 FRANKLIN STREET,BOSTON,MA,Suffolk, 
Receipt,2020-07-02,Branch Closings,2020-LB-BranchClosing-315184,Grants Pass Fred Meyer,1111 GRANTS PASS PKWY,GRANTS PASS,OR,Josephine, 
Receipt,2020-07-02,Branch Closings,2020-LB-BranchClosing-315174,Harrisburg Main,10 South Second St.,Harrisburg,PA,Dauphin, 
Approved,2020-07-02,Branch Establishment,2020-CE-BranchNew-314818,Le Center,10 West Minnesota St.,Minneapolis,MN,Le Sueur,2020-06-27
Receipt,2020-07-02,Branch Closings,2020-LB-BranchClosing-315176,Maplewood,28 LEBANON STREET,MALDEN,MA,Middlesex, 
